N,P,K,temperature,humidity,ph,rainfall,label,date,tempreature,humidity,water_level,N,P,K,Fan_actuator_OFF,Fan_actuator_ON,Watering_plant_pump_OFF,Watering_plant_pump_ON,Water_pump_actuator_OFF,Water_pump_actuator_ON
,,,,,,,,2024-01-12 05:52:00,29,0,83,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 05:52:00,29,5,83,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 05:52:00,29,3,93,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 05:52:00,29,3,97,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 05:52:00,29,0,87,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 05:52:00,29,0,76,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 05:52:00,29,2,81,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 05:52:00,29,5,75,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 05:52:00,29,0,77,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 05:53:00,29,2,66,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 05:53:00,29,8,68,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 05:53:00,29,3,56,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 05:53:00,29,1,67,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 05:53:00,29,0,62,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 05:53:00,29,0,72,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 05:53:00,29,1,60,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 05:53:00,29,0,64,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 05:53:00,29,1,53,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 05:54:00,29,0,67,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 05:54:00,29,0,66,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 05:54:00,29,0,65,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 05:54:00,29,2,70,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 05:54:00,29,3,79,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 05:54:00,29,4,70,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 05:54:00,29,6,74,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 05:54:00,29,5,60,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 05:54:00,29,6,57,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 05:55:00,29,5,59,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 05:55:00,29,5,68,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 05:55:00,29,3,63,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 05:55:00,29,5,58,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 05:55:00,29,5,52,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 05:55:00,29,2,96,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 05:55:00,29,4,98,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 05:55:00,29,1,93,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 05:55:00,29,7,94,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 05:56:00,29,4,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 05:56:00,29,4,94,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 05:56:00,29,2,91,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 05:56:00,29,0,98,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 05:56:00,29,5,98,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 05:56:00,29,2,99,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 05:56:00,29,6,77,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 05:56:00,29,3,94,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 05:56:00,29,3,91,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 05:57:00,29,4,0,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 05:57:00,29,1,78,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 05:57:00,29,2,72,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 05:57:00,29,0,0,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 05:57:00,29,3,95,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 05:57:00,29,0,96,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 05:57:00,29,1,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 05:58:00,29,2,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 05:58:00,29,0,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 05:58:00,29,0,99,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 05:58:00,29,0,0,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 05:58:00,29,0,82,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 05:58:00,29,1,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 05:59:00,29,3,95,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 05:59:00,29,3,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 05:59:00,29,0,97,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 05:59:00,29,1,89,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 05:59:00,29,3,98,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 05:59:00,29,4,0,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 05:59:00,29,6,99,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 05:59:00,29,2,96,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 05:59:00,29,0,96,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:00:00,29,2,81,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:00:00,29,3,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:00:00,29,7,95,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:00:00,29,1,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:00:00,29,0,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:00:00,29,0,87,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:00:00,29,2,71,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:00:00,29,0,0,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 06:01:00,29,5,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:01:00,29,1,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:01:00,29,4,86,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:01:00,29,3,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:01:00,29,7,95,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:01:00,29,3,90,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:01:00,29,1,92,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:02:00,29,2,90,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:02:00,29,6,86,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:02:00,29,0,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:02:00,29,4,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:02:00,29,3,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:02:00,29,1,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:03:00,29,3,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:03:00,29,5,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:03:00,29,0,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:03:00,29,3,0,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 06:03:00,29,0,85,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:03:00,29,0,65,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 06:03:00,29,4,67,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 06:03:00,29,0,91,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:04:00,29,4,81,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:04:00,29,0,95,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:04:00,29,0,88,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:04:00,29,3,82,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:04:00,29,0,75,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:04:00,29,4,66,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 06:04:00,29,7,68,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 06:04:00,29,8,63,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 06:05:00,29,5,65,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 06:05:00,29,5,72,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:05:00,29,0,58,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 06:05:00,29,1,34,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 06:05:00,29,0,18,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 06:05:00,29,0,54,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 06:05:00,29,1,0,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 06:05:00,29,6,63,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 06:05:00,29,7,73,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:06:00,29,6,68,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 06:06:00,29,8,47,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 06:06:00,29,3,56,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 06:06:00,29,2,67,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 06:06:00,29,0,49,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 06:06:00,29,0,43,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 06:06:00,29,3,55,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 06:06:00,29,1,0,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 06:06:00,29,3,88,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:07:00,29,2,83,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:07:00,29,0,90,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:07:00,29,3,89,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:07:00,29,2,99,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:07:00,29,4,87,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:07:00,29,0,89,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:07:00,29,4,92,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:07:00,29,2,90,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:08:00,29,0,81,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:08:00,29,0,78,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:08:00,29,0,77,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:08:00,29,2,73,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:08:00,29,1,82,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:08:00,29,5,72,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:08:00,29,7,0,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 06:08:00,29,7,85,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:09:00,29,1,72,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:09:00,29,3,77,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:09:00,29,3,75,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:09:00,29,3,70,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:09:00,29,0,78,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:09:00,29,0,75,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:09:00,29,1,69,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 06:09:00,29,3,74,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:10:00,29,0,0,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 06:10:00,29,2,65,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 06:10:00,29,0,60,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 06:10:00,29,5,89,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:10:00,29,4,81,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:10:00,29,3,76,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:10:00,29,4,74,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:10:00,29,3,40,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 06:10:00,29,4,48,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 06:11:00,29,3,78,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:11:00,29,3,0,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 06:11:00,29,0,0,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 06:11:00,29,5,0,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
,,,,,,,,2024-01-12 06:11:00,29,1,99,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-12 06:11:00,29,0,97,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
,,,,,,,,2024-01-14 02:45:00,29,57,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 02:46:00,29,58,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 02:46:00,29,57,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 02:46:00,29,56,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 02:46:00,29,55,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 02:47:00,29,57,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 02:47:00,29,55,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 02:47:00,29,56,91,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-14 02:48:00,29,58,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 03:26:00,29,56,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 03:26:00,29,55,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 03:41:00,29,56,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 03:41:00,29,58,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 03:42:00,29,58,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 03:42:00,29,55,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 03:43:00,29,57,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 03:43:00,29,56,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 03:43:00,29,58,3,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 03:44:00,29,57,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 06:34:00,29,69,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 06:34:00,29,68,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 06:35:00,29,69,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 06:35:00,29,68,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 06:35:00,29,70,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 06:35:00,29,67,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 06:36:00,29,67,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 06:36:00,29,68,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 06:36:00,29,70,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 06:37:00,29,69,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 06:37:00,29,67,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 06:37:00,29,66,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 06:37:00,29,67,75,255,255,255,0.0,1.0,1.0,0.0,1.0,0.0
,,,,,,,,2024-01-14 06:39:00,29,69,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 06:39:00,29,66,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 06:39:00,29,70,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 06:39:00,29,67,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 06:40:00,29,70,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 06:40:00,29,66,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 06:40:00,29,69,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 06:40:00,29,67,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 06:40:00,29,68,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 06:41:00,29,66,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 06:41:00,29,67,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 06:41:00,29,70,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 06:42:00,29,70,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 06:42:00,29,68,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 06:42:00,29,69,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 06:42:00,29,67,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 06:43:00,29,69,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 06:43:00,29,70,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 06:43:00,29,68,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 06:44:00,29,67,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 06:44:00,29,66,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 06:44:00,29,70,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 06:44:00,29,69,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 06:44:00,29,68,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 06:45:00,29,67,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 06:45:00,29,68,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 06:45:00,29,69,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 06:45:00,29,64,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 06:46:00,29,69,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 06:46:00,29,66,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 06:46:00,29,67,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 06:47:00,29,66,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 06:47:00,29,67,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 06:47:00,29,69,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 06:47:00,29,68,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 06:47:00,29,65,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 06:48:00,29,66,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 06:48:00,29,69,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 06:48:00,29,68,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 06:48:00,29,67,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 07:03:00,29,64,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 07:04:00,29,64,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 07:04:00,29,62,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 07:05:00,29,63,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 07:05:00,29,65,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 07:05:00,29,62,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 07:05:00,29,64,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 07:06:00,29,64,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 07:06:00,29,63,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
,,,,,,,,2024-01-14 07:06:00,29,62,0,255,255,255,0.0,1.0,1.0,0.0,0.0,1.0
